No of bedrooms,No of bathrooms,living area,No of floors,waterfront present,No of views,house condition,house grade,Built Year,Renovation Year,Lattitude,Longitude,living_area_renov,Price,Total floor area,Total lot area
2,1.0,1130,1.0,0,0,4,7,1916,0,52.9162,-114.568,1470,485000,1130,7600
3,1.0,1360,1.0,0,0,3,7,1963,0,52.9137,-114.581,1110,466950,1360,7760
3,2.25,1850,1.0,0,0,4,7,1977,0,52.9311,-114.361,1780,461000,1850,15343
3,1.75,1810,1.0,0,0,3,7,1977,0,52.9443,-114.423,1934,450000,1810,25200
3,2.5,2450,2.0,0,0,3,10,1990,0,52.6046,-114.216,2650,450000,2450,39341
4,2.5,2290,2.0,0,0,3,8,2006,0,52.7818,-114.547,1380,450000,2290,11030
3,1.75,1470,1.0,0,0,3,7,1988,0,52.9264,-114.552,1700,449950,1470,12670
3,2.5,1650,2.0,0,0,3,7,2003,0,52.912,-114.225,1560,447000,1650,6140
3,1.5,1480,1.0,0,0,5,7,1960,0,52.7444,-114.569,1140,446450,1480,13069
3,2.5,1550,2.0,0,0,3,8,2006,0,52.8157,-114.504,1550,445000,1550,2231
3,2.5,2060,2.0,0,0,3,8,1987,0,52.9871,-114.331,2140,440000,2060,21455
3,2.5,2150,2.0,0,0,3,8,1988,0,52.9745,-114.438,2150,428040,2150,21816
4,1.75,1700,1.0,0,0,3,7,1967,0,52.9608,-114.37,1930,423000,1700,16818
2,1.0,1070,1.0,0,0,3,7,1937,0,52.9102,-114.48,1320,415000,1070,8965
6,2.0,2350,2.0,0,1,3,8,1905,0,52.7415,-114.446,1560,400000,2350,13108
3,2.5,1920,2.0,0,0,3,7,1998,0,52.9556,-114.16,1920,380600,1920,24103
3,2.0,3120,1.0,0,0,4,7,1980,0,52.6225,-114.327,2100,375000,3120,85663
4,2.5,2310,2.0,0,0,3,8,2011,0,52.6037,-114.354,2310,375000,2310,14940
4,1.5,1970,1.5,0,0,4,7,1963,0,52.6912,-114.259,1880,374950,1970,29370
4,2.5,2080,1.0,0,0,4,8,1969,0,52.702,-114.309,1850,364000,2080,22100
3,1.75,2200,1.0,0,0,4,7,1952,0,52.9959,-114.531,1690,359000,2200,19558
1,1.0,900,1.0,0,0,3,6,1947,0,52.9319,-114.501,1830,350000,900,12760
3,2.5,1740,2.0,0,0,3,8,2008,0,52.755,-114.556,1740,342000,1740,10923
2,1.0,1120,1.0,0,0,4,7,1939,0,52.9705,-114.513,1170,335900,1120,14880
2,0.75,520,1.0,0,0,4,4,1924,1980,52.556,-114.227,1170,330000,520,15618
4,2.5,1990,2.0,0,0,3,7,2002,0,52.6745,-114.36,1990,328000,1990,8353
4,1.75,2320,1.0,0,0,3,7,1959,2014,52.7209,-114.447,2130,324950,2320,16560
2,1.0,820,1.0,0,0,4,7,1941,0,52.9556,-114.551,1410,324000,820,16740
5,2.5,2500,1.0,0,0,3,7,1962,0,52.5643,-114.384,2440,323000,2500,26334
3,2.5,2020,2.0,0,0,3,7,1987,0,52.4897,-114.5,1680,309900,2020,37609
4,2.5,2267,2.0,0,0,3,7,2014,0,52.5684,-114.37,2056,306000,2267,7154
3,2.5,1840,2.0,0,0,3,8,1994,0,52.497,-114.502,1940,297000,1840,15835
4,2.5,2040,2.0,0,0,3,7,2003,0,52.703,-114.483,1860,294000,2040,18754
3,1.0,960,1.0,0,0,4,6,1944,0,52.726,-114.429,1200,289500,960,13000
4,1.5,1940,1.0,0,0,3,7,1954,0,52.7833,-114.475,1340,280000,1940,12551
4,1.75,1850,1.0,0,0,5,7,1956,0,52.9781,-114.545,2260,270000,1850,16311
3,2.0,1300,2.0,0,0,3,8,2006,0,52.7483,-114.566,1300,270000,1300,3264
1,0.5,880,1.0,0,0,3,6,1910,0,52.8032,-114.562,1410,255000,880,4634
3,2.25,1830,1.0,0,0,4,7,1977,0,52.6225,-114.351,1960,255000,1830,15042
3,1.75,1320,1.0,0,0,4,7,1968,0,52.5144,-114.406,1680,249950,1320,20637
2,1.0,720,1.0,0,0,3,6,1949,0,52.7574,-114.547,990,248500,720,10320
3,2.0,2040,1.0,0,0,3,6,1910,0,52.708,-114.468,1460,245000,2040,23707
3,3.0,2110,1.0,0,0,3,6,1981,0,52.6305,-114.483,1330,243500,2110,17838
3,1.0,1120,1.0,0,0,4,6,1961,0,52.5186,-114.464,1240,225000,1120,21304
3,1.5,1070,1.0,0,0,3,6,1956,0,52.9933,-114.503,1480,220000,1070,17731
3,1.0,1460,1.0,0,0,4,7,1957,0,52.6538,-114.387,1460,220000,1460,13500
3,1.0,1400,1.0,0,0,3,7,1962,0,52.7089,-114.349,1400,217000,1400,15600
3,2.0,1050,1.0,0,0,4,7,1953,0,52.5506,-114.459,1690,169100,1050,33979
3,3.75,6030,2.0,0,0,3,11,1991,0,52.8355,-114.4,4040,1830000,6030,51650
5,3.5,4370,2.0,0,0,3,11,1990,0,52.812,-114.389,2980,1500000,4370,25040
4,3.5,3560,2.0,0,0,3,10,2014,0,52.7869,-114.415,3100,1400000,3560,34829
4,3.5,3700,2.0,0,0,4,11,1989,0,52.7771,-114.323,3880,1290000,3700,28683
4,2.5,3770,2.0,0,2,3,11,1997,0,52.7946,-114.319,3710,1040000,3770,20578
3,3.0,2560,2.0,0,0,3,10,1994,0,52.863,-114.56,2160,925000,2560,7200
4,3.25,3640,2.0,0,0,3,10,2005,0,52.8628,-114.206,2900,925000,3640,111807
4,2.75,3950,1.0,0,3,3,10,1955,0,52.9269,-114.574,3130,900000,3950,18822
4,2.0,1980,2.0,0,3,3,8,1910,0,52.8618,-114.559,2490,900000,1980,11400
4,3.5,2970,2.0,0,2,3,9,2001,0,52.9072,-114.589,1470,866800,2970,9560
4,3.25,3090,2.0,0,0,3,10,1988,0,52.8974,-114.236,3200,844000,3090,133293
3,2.5,2970,2.0,0,0,3,9,1994,0,52.7722,-114.322,2970,820000,2970,19307
3,2.0,2090,1.5,0,0,5,7,1920,0,52.8678,-114.491,1930,785000,2090,9265
4,2.75,3430,2.0,0,0,3,9,2006,0,52.9379,-114.296,3070,780000,3430,13302
4,2.5,2990,2.0,0,0,3,9,2003,0,52.8592,-114.214,2990,772000,2990,18309
3,1.75,2280,1.0,0,3,4,8,1941,0,52.9285,-114.577,2280,750000,2280,13000
4,2.5,2500,2.0,0,0,3,10,1992,0,52.7895,-114.304,2710,740000,2500,18705
3,1.75,1740,1.0,0,0,5,8,1930,2014,52.9116,-114.5,1800,733000,1740,7020
4,2.5,3420,2.0,0,0,3,9,2007,0,52.948,-114.431,2520,720000,3420,31228
3,2.75,2930,2.0,0,2,3,8,1990,0,52.7781,-114.076,2450,710000,2930,436470
2,1.0,1260,1.0,0,0,4,7,1939,0,52.8801,-114.599,1830,661000,1260,11600
3,1.75,980,1.0,0,0,4,6,1942,0,52.8943,-114.393,1150,657500,980,12056
3,2.0,1340,1.5,0,0,3,7,1913,0,52.8818,-114.525,2030,650000,1340,7310
3,1.0,1530,1.0,0,0,3,7,1950,0,52.9157,-114.531,1500,640000,1530,9888
4,2.25,2070,1.0,0,0,5,8,1977,0,52.927,-114.359,2110,625000,2070,15600
3,2.0,2060,1.0,0,0,5,7,1921,0,52.804,-114.479,1400,607000,2060,8160
3,2.25,2680,2.0,0,0,3,7,1984,0,52.7117,-113.939,1940,590000,2680,88294
2,1.5,1780,1.0,0,0,4,7,1947,0,52.9159,-114.585,1690,555000,1780,10712
4,2.5,2060,1.0,0,0,4,8,1960,0,52.7849,-114.366,2050,550000,2060,19362
3,1.75,1700,1.5,0,2,5,7,1925,0,52.7943,-114.57,1700,545000,1700,11500
2,1.0,920,1.0,0,0,4,7,1906,0,52.9011,-114.518,1300,514000,920,8000
3,1.5,1220,3.0,0,0,3,8,2014,0,52.904,-114.577,1510,500000,1220,3463
3,1.75,1730,1.0,0,0,3,8,1977,0,52.8778,-114.303,2020,499990,1730,19334
4,3.0,2740,2.0,0,0,3,8,2003,0,53.0038,-114.348,2740,495000,2740,6407
3,1.75,1490,1.0,0,0,3,8,1975,0,52.8196,-114.31,2350,490000,1490,21680
5,2.5,2010,1.5,0,0,3,6,1912,0,52.8822,-114.556,1780,475000,2010,7200
3,2.5,2770,2.0,0,0,3,9,1991,0,52.4868,-114.142,1830,475000,2770,173804
3,2.5,1340,1.0,0,0,4,7,1976,0,52.8666,-114.284,2520,425000,1340,23086
3,2.0,1740,1.0,0,0,3,7,1989,0,52.9697,-114.432,1740,405000,1740,29250
2,1.5,1160,2.0,0,0,3,7,2002,0,52.8216,-114.483,1458,375000,1160,3999
3,2.0,1400,1.0,0,0,3,7,2002,0,52.8226,-114.489,1400,373000,1400,5645
3,1.0,1010,1.5,0,0,3,6,1904,0,52.7957,-114.475,1330,345000,1010,7650
4,2.5,2060,2.0,0,0,3,7,2002,0,52.6665,-114.334,2060,343888,2060,10974
1,1.0,860,1.0,0,0,3,6,1907,0,52.8446,-114.489,1380,330000,860,9600
3,1.0,1040,1.0,0,0,5,6,1972,0,52.6632,-114.636,1250,330000,1040,21500
3,2.5,1830,2.0,0,0,3,7,1991,0,52.7303,-114.518,1610,300000,1830,22750
4,2.0,1580,1.0,0,0,5,7,1965,0,52.6391,-114.503,1710,300000,1580,19200
3,1.5,1190,2.0,0,0,3,8,2014,0,52.9081,-114.307,2820,277140,1190,6411
4,2.5,2180,1.0,0,0,4,8,1978,0,52.5487,-114.557,1950,275000,2180,24933
2,1.0,1140,1.0,0,0,4,6,1968,0,52.4393,-114.152,1730,269500,1140,117612
2,1.0,770,1.0,0,0,3,6,1943,0,52.7604,-114.546,920,265000,770,10320
3,1.5,1350,1.0,0,0,4,7,1968,0,52.6086,-114.409,1900,259950,1350,15654
3,1.0,1370,1.0,0,0,4,6,1958,0,52.6876,-114.372,1080,249950,1370,20856
4,2.0,1670,1.0,0,0,4,7,1977,0,52.5952,-114.28,1500,229999,1670,10400
3,2.0,1440,1.0,0,0,4,7,1981,0,52.521,-114.558,1440,222000,1440,14374
3,1.0,1200,1.0,0,0,4,6,1953,0,52.5521,-114.405,1200,214000,1200,16632
3,1.0,1170,1.0,0,0,4,6,1966,0,52.5359,-114.558,1200,207500,1170,17924
2,1.0,840,1.0,0,0,3,6,1994,0,52.5369,-114.203,1010,190000,840,24128
2,1.75,1050,1.0,0,0,4,8,1974,0,52.6111,-114.507,1150,187000,1050,6728
2,1.0,880,1.0,0,0,3,5,1928,0,52.6972,-114.481,1410,130000,880,19000
4,3.75,3550,2.0,0,0,3,11,2004,0,52.8188,-114.161,4340,959900,3550,30302
5,2.5,2840,1.0,0,0,4,7,1913,0,52.8117,-114.481,2200,739000,2840,10000
3,1.0,1330,1.0,0,0,3,7,1954,0,52.7798,-114.488,1440,320000,1330,11700
2,1.0,740,1.0,0,0,5,6,1942,0,52.7472,-114.565,740,250000,740,13680
4,2.5,2810,1.5,0,0,4,9,1988,0,52.8241,-114.219,3330,855000,2810,101845
3,2.5,2830,2.0,0,0,3,10,1991,0,52.8549,-114.214,2970,710000,2830,18371
3,2.5,3440,2.0,0,0,3,11,1991,0,52.5209,-114.532,3990,610000,3440,38406
3,1.75,1240,1.0,0,0,4,7,1973,0,52.9475,-114.521,1700,380000,1240,16648
4,3.0,2570,2.0,0,0,3,8,1909,2014,52.9043,-114.503,1970,1180000,2570,8000
5,4.25,4610,2.0,0,4,3,11,2004,0,52.8178,-114.159,4400,1170000,4610,28406
4,2.5,2430,2.0,0,0,4,8,1919,0,52.8713,-114.544,2340,990000,2430,10700
4,2.5,3780,2.0,0,0,3,10,1990,0,52.8833,-114.373,3310,980000,3780,22613
4,3.5,3560,2.0,0,3,3,10,2006,0,52.9354,-114.297,3290,833000,3560,14156
3,2.0,1870,1.0,0,0,4,7,1951,1997,52.8077,-114.414,1970,832500,1870,21431
4,2.5,3520,2.0,0,0,3,10,1998,0,52.8384,-114.201,3490,828000,3520,19568
3,2.5,2040,1.0,0,0,4,8,1974,0,52.8675,-114.363,2260,726000,2040,20148
5,2.0,3180,1.0,0,0,3,8,1968,0,52.8654,-114.293,2440,708000,3180,20550
6,2.0,2570,1.5,0,0,4,7,1911,0,52.9054,-114.497,2030,705000,2570,8480
4,2.5,2780,2.0,0,0,3,9,2003,0,52.7525,-114.346,3000,690000,2780,10717
4,2.0,2240,1.0,0,0,5,8,1961,0,52.923,-114.358,1790,649000,2240,22080
4,3.25,2760,2.0,0,0,3,8,2014,0,52.7586,-114.377,2760,641000,2760,9290
3,2.5,2580,2.0,0,0,3,9,1991,0,52.7877,-114.586,910,640000,2580,14000
3,1.75,2360,1.0,0,0,5,7,1940,0,52.9202,-114.572,1660,631750,2360,8126
2,1.5,1490,1.5,0,0,4,7,1900,0,52.8172,-114.58,1590,625000,1490,9775
3,1.0,1240,1.0,0,0,3,7,1925,0,52.897,-114.523,2060,625000,1240,8160
4,1.75,2710,1.0,0,0,3,8,1961,0,52.7823,-114.569,1960,624000,2710,15566
2,2.5,1830,2.0,0,0,3,9,2011,0,52.8079,-114.599,1800,600000,1830,4455
5,2.5,3110,1.0,0,0,3,8,1974,0,52.8601,-114.293,2550,580000,3110,28003
3,1.0,1500,1.0,0,0,3,7,1938,0,52.9173,-114.575,1440,578000,1500,9000
3,1.75,1470,1.5,0,0,5,7,1900,0,52.9055,-114.559,1530,554600,1470,10000
4,2.5,2890,2.0,0,0,3,8,2001,0,52.9685,-114.155,2840,550000,2890,19159
5,3.0,3100,2.0,0,0,3,7,2006,0,52.7669,-114.078,2460,539950,3100,10500
3,2.5,2790,2.0,0,0,3,9,1990,0,52.6988,-114.314,2580,535000,2790,37344
3,2.25,2010,2.0,0,0,4,8,1986,0,52.7965,-114.213,2190,530000,2010,15301
4,1.5,1740,1.5,0,0,4,7,1946,0,52.9543,-114.553,1600,515000,1740,16320
4,1.0,1060,1.0,0,1,3,6,1925,0,52.7891,-114.458,1910,510000,1060,14400
3,1.5,1960,1.0,0,0,4,7,1958,0,52.8065,-114.349,1760,500000,1960,18349
3,1.0,1630,1.5,0,0,3,7,1948,0,52.7375,-114.568,1170,474900,1630,16616
3,3.25,1370,3.0,0,0,3,8,2004,0,52.9018,-114.578,1800,469000,1370,3872
2,1.0,1120,1.0,0,0,3,6,1921,0,52.8988,-114.514,2050,469000,1120,8444
2,2.5,1480,2.0,0,0,3,8,2007,0,52.8958,-114.322,2130,468000,1480,4723
3,2.25,1650,1.0,0,0,3,7,1975,0,52.9675,-114.384,1690,460000,1650,14565
2,1.0,880,1.0,0,0,4,7,1950,0,52.7994,-114.585,1240,454000,880,13462
4,2.75,2090,1.5,0,0,4,8,1941,0,52.6633,-114.537,1990,449000,2090,27061
4,2.0,2280,1.0,0,0,3,7,1957,1984,52.6367,-114.22,2580,446000,2280,81630
4,2.5,1530,1.0,0,0,3,7,1974,0,52.9474,-114.426,1650,446000,1530,18169
4,2.0,1540,1.5,0,0,5,7,1935,0,52.9448,-114.491,1630,442500,1540,12136
3,2.25,1740,1.0,0,0,5,8,1969,0,52.7438,-114.363,2100,425000,1740,19218
3,1.0,1160,1.0,0,0,4,6,1917,0,52.9324,-114.549,1800,417500,1160,9758
2,1.0,1480,1.0,0,0,3,7,1949,0,52.9142,-114.583,1310,410000,1480,8160
3,1.0,990,1.5,0,0,4,7,1929,0,52.9948,-114.54,1820,402500,990,18352
3,1.0,1020,1.0,0,0,3,7,1969,0,52.7554,-114.233,1750,399950,1020,29690
4,1.75,2020,1.0,0,0,3,7,1975,0,52.8492,-114.245,1670,390000,2020,19350
3,2.0,1840,1.0,0,0,3,8,1990,0,52.6926,-114.322,2190,380000,1840,17160
1,1.5,1200,1.5,0,0,3,7,1983,0,52.9505,-114.12,1480,380000,1200,111948
3,1.75,1820,1.0,0,0,4,6,1967,0,52.6916,-114.17,2570,377000,1820,87507
3,1.0,1440,1.5,0,0,4,7,1928,0,52.9738,-114.505,1330,370000,1440,12335
3,2.5,3300,1.0,0,0,5,8,1961,0,52.6413,-114.505,1950,360500,3300,21205
4,1.75,2160,1.0,0,0,4,9,1976,0,52.5465,-114.572,2350,355000,2160,16200
2,1.0,840,1.0,0,0,3,7,1952,0,52.8007,-114.586,1250,355000,840,13440
3,1.0,1470,1.0,0,0,4,7,1953,0,52.9928,-114.544,1470,352500,1470,16800
3,1.0,1020,1.0,0,0,4,7,1941,0,52.9339,-114.53,970,350000,1020,9960
2,1.0,1350,1.0,0,0,3,7,1949,0,52.7615,-114.57,1470,345000,1350,9719
3,2.25,1250,3.0,0,0,3,8,2007,0,52.9207,-114.533,1250,344000,1250,2029
3,2.5,2420,2.0,0,0,3,8,1990,0,52.5499,-114.376,2260,339900,2420,15052
3,2.5,1590,2.0,0,0,3,7,1992,0,52.6667,-114.389,1790,338000,1590,21173
3,1.0,1050,1.0,0,0,3,7,1951,0,52.755,-114.561,1490,333000,1050,15120
3,1.75,1850,2.0,0,0,3,6,1943,2005,52.7137,-114.338,2660,330000,1850,25636
2,1.0,970,1.0,0,0,3,6,1911,1940,52.8054,-114.604,1180,313300,970,10700
2,1.0,1170,1.0,0,0,3,6,1907,0,52.7803,-114.473,1660,312000,1170,10300
2,1.75,1180,1.0,0,0,3,8,1941,2004,52.5629,-114.281,1480,311000,1180,111513
3,1.0,1120,1.0,0,0,3,7,1942,0,52.9377,-114.504,1350,311000,1120,16345
3,1.75,1650,1.0,0,0,3,7,1977,0,52.956,-114.381,1540,305000,1650,177848
2,1.0,860,1.0,0,0,3,6,1949,0,52.9506,-114.54,1270,305000,860,14500
4,2.25,2270,1.0,0,0,3,7,1976,0,52.5561,-114.545,1930,304999,2270,24600
3,2.0,2030,1.0,0,2,4,8,1966,0,52.5253,-114.375,1870,295450,2030,30782
3,1.0,960,1.0,0,0,4,7,1955,0,52.8065,-114.344,1520,290000,960,18000
3,1.75,1550,1.5,0,0,5,7,1944,0,52.7251,-114.427,1250,280000,1550,14877
4,1.0,1210,1.5,0,2,3,7,1943,0,52.7326,-114.424,1470,279000,1210,12000
2,1.0,940,1.0,0,0,3,6,1951,0,52.7486,-114.564,940,275000,940,10000
3,1.75,2140,1.0,0,0,4,7,1974,0,52.5399,-114.387,2090,271675,2140,30492
3,1.0,1500,1.0,0,0,5,6,1942,0,52.7756,-114.549,1050,270000,1500,14705
3,1.5,1320,2.0,0,0,3,7,1986,0,52.9616,-114.528,1230,269000,1320,7875
5,4.0,1400,1.0,0,0,5,7,1954,0,52.686,-114.482,1220,265000,1400,17412
3,1.0,1170,1.0,0,0,4,7,1969,0,52.6927,-114.38,1430,255000,1170,15315
3,1.5,1070,1.0,0,0,4,6,1940,0,52.7635,-114.539,1020,249000,1070,9950
3,1.75,1450,1.0,0,0,4,8,1978,0,52.5393,-114.575,1860,230000,1450,16874
4,3.0,1680,1.0,0,0,3,7,1997,0,52.5185,-114.408,1820,230000,1680,12210
3,1.75,1200,1.5,0,0,5,7,1977,0,52.5792,-114.125,1910,213000,1200,109771
2,1.0,900,1.0,0,0,5,6,1938,0,52.4413,-114.182,1320,205500,900,12800
5,1.75,1770,1.0,0,0,4,7,1959,0,52.7325,-114.332,1370,200000,1770,25920
3,1.0,1320,1.0,0,0,3,7,1952,0,52.7106,-114.413,2140,159000,1320,13939
4,3.25,4110,2.0,1,4,3,12,2001,0,52.9234,-114.461,2640,2300000,4110,31858
4,3.25,3460,2.0,0,1,3,10,1950,1998,52.9149,-114.463,3030,1750000,3460,16429
4,2.75,2810,2.0,0,0,3,10,1993,0,52.8459,-114.401,2810,1570000,2810,18191
5,3.5,3220,2.0,0,0,3,9,2008,0,52.9134,-114.39,2100,1210000,3220,17680
2,1.5,2370,2.0,0,0,3,11,2005,0,52.6843,-113.968,3860,1060000,2370,335312
3,2.0,2250,1.0,0,2,4,9,1955,0,52.9377,-114.568,2880,998800,2250,18960
4,2.5,2620,1.0,0,2,4,7,1950,1993,52.8923,-114.386,3050,968060,2620,28075
5,3.5,4050,1.0,0,2,4,9,1988,0,52.6684,-114.542,3210,925000,4050,26990
4,2.5,3190,2.0,0,0,3,11,1990,0,52.943,-114.262,3420,870000,3190,35040
6,4.5,2750,2.0,0,0,3,8,1987,0,52.9183,-114.525,1860,869900,2750,8800
4,2.5,3070,2.0,0,0,3,9,2009,0,52.899,-114.362,2190,860000,3070,16141
5,1.75,2510,1.5,0,0,5,8,1920,0,52.8098,-114.482,2240,860000,2510,11000
4,2.75,3100,2.0,0,0,3,10,1999,0,52.9158,-114.297,3140,792000,3100,19273
4,2.5,2240,1.0,0,0,5,8,1975,0,52.8921,-114.379,2210,790000,2240,17524
4,2.5,2690,2.0,0,0,4,9,1987,0,52.8896,-114.334,2420,790000,2690,16123
3,2.25,2120,2.0,0,0,4,8,1981,0,52.7861,-114.344,2620,720000,2120,19649
4,3.5,2720,2.0,0,0,3,8,1997,0,52.9334,-114.487,1960,709050,2720,16772
4,2.5,2650,2.0,0,0,3,8,2013,0,52.9185,-114.211,2640,702000,2650,12764
4,2.5,2800,2.0,0,0,3,8,2003,0,52.8376,-114.243,2790,676000,2800,10736
4,2.0,1890,1.5,0,0,4,7,1940,0,52.8933,-114.477,1800,675000,1890,10036
4,3.5,3270,2.0,0,0,3,9,1990,0,52.8556,-114.232,3020,650000,3270,24286
3,2.5,2160,1.5,0,0,3,8,1903,2013,52.8345,-114.497,2160,640000,2160,9120
3,3.0,2230,2.5,0,0,3,8,2013,0,52.7746,-114.207,2290,635000,2230,2814
3,2.5,2110,1.0,0,0,3,8,2013,0,52.9043,-114.374,2040,604950,2110,14971
3,2.25,1580,1.0,0,0,4,8,1979,0,52.7803,-114.345,2630,602000,1580,21589
3,1.75,1620,2.5,0,0,3,9,2005,0,52.8798,-114.511,1750,600000,1620,2897
2,1.5,870,1.0,0,0,3,7,1924,0,52.8809,-114.56,2090,595000,870,9600
4,2.5,3370,1.0,0,0,5,8,1993,0,52.691,-114.192,2920,592500,3370,76391
2,1.5,1750,1.5,0,0,4,8,1978,0,52.5651,-114.234,1950,575000,1750,40784
3,2.5,2060,2.0,0,0,3,8,1990,0,52.8093,-114.192,1930,533000,2060,10076
3,1.75,1520,1.0,0,0,4,7,1957,0,52.8354,-114.308,1760,525000,1520,17415
3,2.5,2210,2.0,0,3,3,9,1995,0,52.8387,-114.085,2000,509950,2210,144183
4,2.75,2620,2.0,0,0,3,8,2012,0,52.7138,-113.959,2620,499990,2620,13544
4,2.75,3010,1.0,0,0,4,8,1973,0,52.9636,-114.373,2110,482000,3010,25200
4,2.5,2120,2.0,0,0,3,9,1989,0,52.9911,-114.318,3320,475000,2120,96132
3,1.75,1720,1.0,0,0,4,8,1943,0,52.8793,-114.591,1600,465000,1720,11280
3,2.5,1590,2.0,0,0,3,7,1991,0,52.84,-114.483,1940,454000,1590,8018
2,1.0,1340,1.0,0,2,3,8,1950,0,52.9512,-114.554,1680,452000,1340,15852
2,1.75,1250,1.0,0,0,4,7,1920,0,52.9095,-114.543,1500,450000,1250,6115
3,1.75,1250,1.0,0,0,4,7,1944,0,52.9169,-114.582,1240,443725,1250,7760
3,1.5,2050,1.0,0,0,3,7,1958,0,52.7625,-114.568,1590,442000,2050,13598
3,1.75,2000,2.0,0,0,3,8,1979,0,52.8182,-114.242,1820,440000,2000,27000
4,2.25,2780,2.0,0,0,3,7,1985,0,52.707,-114.306,1650,439950,2780,40617
3,2.0,1700,1.0,0,0,3,7,1991,0,52.6464,-114.282,2480,429000,1700,167554
3,1.75,2520,1.0,0,0,3,8,1957,0,52.7639,-114.562,1360,429000,2520,9963
3,1.75,1580,1.0,0,2,4,7,1985,0,52.4603,-114.126,2040,428000,1580,717432
3,1.0,1130,1.0,0,0,5,7,1952,0,52.9306,-114.387,1930,426000,1130,19053
3,2.25,1890,1.0,0,0,3,7,1987,0,52.96,-114.487,1660,423500,1890,15598
5,1.75,1960,1.0,0,0,3,7,1965,0,52.9327,-114.539,1410,415000,1960,7592
3,1.75,1510,1.0,0,0,4,6,1939,0,52.8238,-114.505,1460,410000,1510,11917
3,2.5,1509,3.0,0,0,3,8,2014,0,52.9347,-114.53,1509,410000,1509,3409
2,1.0,1180,1.0,0,0,3,7,1984,0,52.9573,-114.426,1600,400000,1180,21600
3,2.25,1740,2.0,0,0,3,8,1980,0,52.9676,-114.432,1720,400000,1740,22818
3,2.0,2100,1.0,0,0,3,8,2010,0,52.9207,-114.107,1860,399000,2100,50002
4,2.0,1820,1.0,0,0,3,7,1950,0,52.9747,-114.514,1650,385000,1820,15286
2,1.0,880,1.0,0,0,4,7,1949,0,52.9562,-114.475,2260,378500,880,18940
3,1.0,1230,1.0,0,0,3,7,1954,0,52.8045,-114.326,1240,375000,1230,19842
3,2.5,1520,2.0,0,0,4,7,1989,0,52.9521,-114.352,1540,375000,1520,10649
3,2.5,2120,2.0,0,0,3,8,1992,0,52.6143,-114.403,1780,374950,2120,19454
3,1.75,1300,1.0,0,0,3,7,1985,0,52.9324,-114.545,1290,369000,1300,7688
4,2.5,2810,2.0,0,0,3,8,2001,0,52.4195,-114.205,2640,350000,2810,19673
4,2.5,2382,2.0,0,0,3,8,2011,0,52.5093,-114.485,2382,345000,2382,11796
3,1.75,1260,1.0,0,0,3,7,1970,0,52.9964,-114.391,1890,335500,1260,21538
4,2.5,2210,2.0,0,0,3,8,2003,0,52.5854,-114.488,2270,335000,2210,14460
4,2.25,2160,1.0,0,0,3,7,1965,0,52.9895,-114.546,1880,335000,2160,17634
2,1.0,1480,1.0,0,0,3,7,1950,0,53.004,-114.541,1290,331000,1480,13719
3,2.5,1740,2.0,0,0,3,8,2008,0,52.7548,-114.555,1740,330000,1740,3633
2,1.0,1050,1.0,0,0,4,7,1969,0,52.7428,-114.578,1230,325000,1050,9600
3,2.5,1740,2.0,0,0,3,7,1999,0,52.6077,-114.213,2180,325000,1740,10267
2,1.0,750,1.0,0,0,3,7,1947,0,52.9317,-114.55,1050,325000,750,11068
4,2.5,2050,2.0,0,0,4,8,1993,0,52.426,-114.201,1970,320000,2050,16872
2,2.25,1460,2.0,0,0,3,8,2007,0,52.7695,-114.559,1460,309950,1460,3433
2,2.0,1520,3.0,0,0,3,7,1999,0,52.9592,-114.533,1500,307300,1520,2265
3,2.25,1646,2.0,0,0,3,7,1994,0,52.5946,-114.226,1975,305000,1646,18408
4,2.5,2100,2.0,0,0,3,8,2003,0,52.5804,-114.331,2100,303000,2100,12975
3,1.75,1310,1.0,0,0,3,7,1967,0,52.951,-114.418,1490,300000,1310,19361
4,2.0,1640,1.0,0,0,5,6,1944,0,52.7091,-114.537,1640,299999,1640,15400
4,2.5,1850,2.0,0,0,3,7,1990,0,52.5918,-114.385,1850,295000,1850,13080
4,2.5,2250,2.0,0,0,3,7,2008,0,52.5963,-114.304,2250,292500,2250,8995
3,2.0,1780,1.0,0,0,3,7,1964,0,52.6917,-114.517,2140,280000,1780,19791
2,1.75,1894,1.5,0,0,4,6,1936,0,52.5388,-114.463,1820,280000,1894,103298
3,2.0,1260,2.0,0,0,4,7,1981,0,52.5072,-114.544,1430,277500,1260,35100
5,1.0,1600,1.0,0,0,5,7,1962,0,52.6243,-114.386,1600,260000,1600,15075
2,1.0,960,1.0,0,0,3,7,1977,0,52.6785,-113.964,1240,255000,960,30706
4,2.0,1910,1.0,0,0,4,7,1973,0,52.5793,-114.496,1540,253000,1910,15652
2,1.0,950,1.0,0,0,3,5,1932,0,52.9794,-114.427,1690,250000,950,24421
2,1.0,750,1.0,0,0,3,5,1920,0,52.9238,-114.546,920,250000,750,12700
3,1.0,1280,1.5,0,0,4,6,1954,0,52.7215,-114.528,1430,240000,1280,13500
3,1.75,2000,1.0,0,0,3,7,1979,0,52.6052,-114.426,1060,237000,2000,20402
3,1.75,1320,1.0,0,0,4,7,1970,0,52.5534,-114.332,1340,207500,1320,23567
3,1.0,940,1.0,0,0,4,7,1960,0,52.6138,-114.479,1150,205000,940,16030
